Stand;Bundesland;Regierungsbezirk;Kreis;AGS;Bezeichnung;PLZ;Gemeinde;Verwaltungssitz;Straße;Abfrage Anschrift_PLZ;Ort;Fläche km2;Einwohner;Männlich;Weiblich;Je km2
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053007;Kreisangehörige Gemeinde;21493;Basthorst;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;10,82;394;196;198;36
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053008;Kreisangehörige Gemeinde;23919;Behlendorf;Berkenthin;Am Schart 16;23919;Berkenthin;10,26;395;198;197;38
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053009;Kreisangehörige Gemeinde;23919;Berkenthin;Berkenthin;Am Schart 16;23919;Berkenthin;10,22;2032;1007;1025;199
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053010;Kreisangehörige Gemeinde;23899;Besenthal;Büchen;Amtsplatz 1;21514;Büchen;12,65;80;44;36;6
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053011;Kreisangehörige Gemeinde;23847;Bliestorf;Berkenthin;Am Schart 16;23919;Berkenthin;10,35;668;314;354;65
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053012;Kreisangehörige Gemeinde;21039;Börnsen;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;8,41;4028;1979;2049;479
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053013;Kreisangehörige Gemeinde;23881;Borstorf;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;8,65;290;144;146;34
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053014;Kreisangehörige Gemeinde;23881;Breitenfelde;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;12,54;1781;906;875;142
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053015;Kreisangehörige Gemeinde;21514;Bröthen;Büchen;Amtsplatz 1;21514;Büchen;10,69;274;149;125;26
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053016;Kreisangehörige Gemeinde;23883;Brunsmark;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;4,29;161;82;79;38
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053017;Kreisangehörige Gemeinde;21524;Brunstorf;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;13,76;628;327;301;46
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053018;Kreisangehörige Gemeinde;23911;Buchholz;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;2,93;227;108;119;77
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053019;Kreisangehörige Gemeinde;21481;Buchhorst;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;5,19;155;73;82;30
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053020;Kreisangehörige Gemeinde;21514;Büchen;Büchen;Amtsplatz 1;21514;Büchen;16,85;5633;2769;2864;334
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053021;Kreisangehörige Gemeinde;22946;Dahmker;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;2,04;155;86;69;76
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053022;Kreisangehörige Gemeinde;21483;Dalldorf;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;6,05;354;183;171;59
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053023;Kreisangehörige Gemeinde;21521;Dassendorf;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;7,95;3114;1533;1581;392
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053024;Kreisangehörige Gemeinde;23847;Düchelsdorf;Berkenthin;Am Schart 16;23919;Berkenthin;3,01;166;89;77;55
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053025;Kreisangehörige Gemeinde;23898;Duvensee;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;12,40;538;249;289;43
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053026;Kreisangehörige Gemeinde;23911;Einhaus;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;2,53;381;199;182;151
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053027;Kreisangehörige Gemeinde;21493;Elmenhorst;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;13,00;932;497;435;72
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053028;Kreisangehörige Gemeinde;21039;Escheburg;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;8,91;3338;1667;1671;375
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053029;Kreisangehörige Gemeinde;21514;Fitzen;Büchen;Amtsplatz 1;21514;Büchen;9,11;372;182;190;41
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053030;Kreisangehörige Gemeinde;23909;Fredeburg;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;10,09;44;18;26;4
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053031;Kreisangehörige Gemeinde;21493;Fuhlenhagen;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;5,74;296;133;163;52
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053032;Stadt;21502;Geesthacht, Stadt;Geesthacht, Stadt;Markt 15;21502;Geesthacht;33,19;29258;14215;15043;882
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053033;Kreisangehörige Gemeinde;23909;Giesensdorf;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;2,73;91;46;45;33
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053034;Kreisangehörige Gemeinde;23919;Göldenitz;Berkenthin;Am Schart 16;23919;Berkenthin;5,18;241;125;116;47
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053035;Kreisangehörige Gemeinde;21514;Göttin;Büchen;Amtsplatz 1;21514;Büchen;5,21;48;24;24;9
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053036;Kreisangehörige Gemeinde;21493;Grabau;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;4,10;296;135;161;72
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053037;Kreisangehörige Gemeinde;23883;Grambek;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;12,66;406;191;215;32
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053038;Kreisangehörige Gemeinde;23847;Grinau;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;2,74;331;165;166;121
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053039;Kreisangehörige Gemeinde;23847;Groß Boden;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;2,70;215;113;102;80
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053040;Kreisangehörige Gemeinde;23911;Groß Disnack;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;5,99;86;51;35;14
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053041;Kreisangehörige Gemeinde;23627;Groß Grönau;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;4,90;3545;1752;1793;723
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053042;Kreisangehörige Gemeinde;21493;Groß Pampau;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;4,32;134;65;69;31
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053043;Kreisangehörige Gemeinde;23627;Groß Sarau;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;17,08;910;440;470;53
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053044;Kreisangehörige Gemeinde;23860;Groß Schenkenberg;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;6,52;552;274;278;85
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053045;Kreisangehörige Gemeinde;21493;Grove;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;5,28;247;129;118;47
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053046;Kreisangehörige Gemeinde;23899;Gudow;Büchen;Amtsplatz 1;21514;Büchen;42,26;1616;796;820;38
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053047;Kreisangehörige Gemeinde;21483;Gülzow;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;17,07;1238;645;593;73
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053048;Kreisangehörige Gemeinde;21514;Güster;Büchen;Amtsplatz 1;21514;Büchen;7,78;1228;613;615;158
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053049;Kreisangehörige Gemeinde;22929;Hamfelde;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;3,47;444;188;256;128
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053050;Kreisangehörige Gemeinde;21502;Hamwarde;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;6,68;780;397;383;117
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053051;Kreisangehörige Gemeinde;23911;Harmsdorf;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;3,57;262;122;140;73
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053052;Kreisangehörige Gemeinde;21493;Havekost;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;5,91;155;76;79;26
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053053;Kreisangehörige Gemeinde;21526;Hohenhorn;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;6,93;476;248;228;69
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053054;Kreisangehörige Gemeinde;23883;Hollenbek;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;7,21;448;223;225;62
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053056;Kreisangehörige Gemeinde;21514;Hornbek;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;5,89;167;81;86;28
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053057;Kreisangehörige Gemeinde;23883;Horst;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;11,93;241;129;112;20
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053058;Kreisangehörige Gemeinde;21483;Juliusburg;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;6,04;178;79;99;29
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053059;Kreisangehörige Gemeinde;21514;Kankelau;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;4,21;214;116;98;51
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053060;Kreisangehörige Gemeinde;22929;Kasseburg;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;7,89;523;249;274;66
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053061;Kreisangehörige Gemeinde;23847;Kastorf;Berkenthin;Am Schart 16;23919;Berkenthin;6,90;1192;588;604;173
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053062;Kreisangehörige Gemeinde;23911;Kittlitz;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;17,73;243;125;118;14
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053064;Kreisangehörige Gemeinde;21514;Klein Pampau;Büchen;Amtsplatz 1;21514;Büchen;4,17;603;300;303;145
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053066;Kreisangehörige Gemeinde;23883;Klein Zecher;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;9,11;253;123;130;28
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053067;Kreisangehörige Gemeinde;23628;Klempau;Berkenthin;Am Schart 16;23919;Berkenthin;10,07;625;316;309;62
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053068;Kreisangehörige Gemeinde;23898;Klinkrade;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;7,40;599;307;292;81
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053069;Kreisangehörige Gemeinde;23881;Koberg;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;11,98;772;378;394;64
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053070;Kreisangehörige Gemeinde;22929;Köthel;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;1,52;282;162;120;186
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053071;Kreisangehörige Gemeinde;21527;Kollow;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;8,21;642;309;333;78
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053072;Kreisangehörige Gemeinde;21529;Kröppelshagen-Fahrendorf;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;8,37;1094;544;550;131
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053073;Kreisangehörige Gemeinde;21483;Krüzen;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;8,25;348;173;175;42
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053074;Kreisangehörige Gemeinde;21483;Krukow;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;7,94;190;108;82;24
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053075;Kreisangehörige Gemeinde;23628;Krummesse;Berkenthin;Am Schart 16;23919;Berkenthin;3,35;1533;738;795;458
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053076;Kreisangehörige Gemeinde;22958;Kuddewörde;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;7,34;1344;659;685;183
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053077;Kreisangehörige Gemeinde;23898;Kühsen;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;7,28;395;191;204;54
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053078;Kreisangehörige Gemeinde;23911;Kulpin;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;6,07;232;116;116;38
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053079;Kreisangehörige Gemeinde;23898;Labenz;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;5,75;829;426;403;144
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053080;Kreisangehörige Gemeinde;21514;Langenlehsten;Büchen;Amtsplatz 1;21514;Büchen;23,37;161;77;84;7
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053081;Kreisangehörige Gemeinde;23881;Lankau;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;19,12;483;253;230;25
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053082;Kreisangehörige Gemeinde;21483;Lanze;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;9,05;392;203;189;43
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053083;Stadt;21481;Lauenburg/ Elbe, Stadt;Lauenburg/Elbe, Stadt;Amtsplatz 6;21481;Lauenburg;9,54;11436;5638;5798;1199
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053084;Kreisangehörige Gemeinde;23883;Lehmrade;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;11,40;465;229;236;41
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053085;Kreisangehörige Gemeinde;22959;Linau;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;9,66;1177;586;591;122
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053086;Kreisangehörige Gemeinde;23898;Lüchow;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;4,62;221;98;123;48
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053087;Kreisangehörige Gemeinde;21483;Lütau;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;11,24;720;359;361;64
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053088;Kreisangehörige Gemeinde;23909;Mechow;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;4,43;95;50;45;21
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053089;Kreisangehörige Gemeinde;21493;Möhnsen;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;7,48;549;263;286;73
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053090;Stadt;23879;Mölln, Stadt;Mölln, Stadt;Wasserkrüger Weg 16;23879;Mölln;25,05;18712;8907;9805;747
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053091;Kreisangehörige Gemeinde;21493;Mühlenrade;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;3,74;195;102;93;52
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053092;Kreisangehörige Gemeinde;21516;Müssen;Büchen;Amtsplatz 1;21514;Büchen;11,46;951;470;481;83
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053093;Kreisangehörige Gemeinde;23911;Mustin;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;11,88;719;364;355;61
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053094;Kreisangehörige Gemeinde;23919;Niendorf bei Berkenthin;Berkenthin;Am Schart 16;23919;Berkenthin;3,99;186;88;98;47
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053095;Kreisangehörige Gemeinde;23881;Niendorf/ Stecknitz;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;8,41;599;298;301;71
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053096;Kreisangehörige Gemeinde;23896;Nusse;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;6,22;1031;514;517;166
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053097;Kreisangehörige Gemeinde;23896;Panten;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;13,83;699;368;331;51
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053098;Kreisangehörige Gemeinde;23911;Pogeez;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;4,51;372;193;179;82
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053099;Kreisangehörige Gemeinde;23896;Poggensee;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;5,44;352;170;182;65
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053100;Stadt;23909;Ratzeburg, Stadt;Ratzeburg, Stadt;Unter den Linden 1;23909;Ratzeburg;30,29;13695;6350;7345;452
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053101;Kreisangehörige Gemeinde;23896;Ritzerau;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;11,11;282;135;147;25
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053102;Kreisangehörige Gemeinde;23909;Römnitz;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;5,15;63;28;35;12
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053103;Kreisangehörige Gemeinde;23919;Rondeshagen;Berkenthin;Am Schart 16;23919;Berkenthin;9,51;831;435;396;87
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053104;Kreisangehörige Gemeinde;21514;Roseburg;Büchen;Amtsplatz 1;21514;Büchen;16,23;512;244;268;32
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053106;Kreisangehörige Gemeinde;21493;Sahms;Schwarzenbek-Land (in Schwarzenbek);Gülzower Straße 1;21493;Schwarzenbek;5,94;378;191;187;64
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053107;Kreisangehörige Gemeinde;23911;Salem;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;25,11;559;267;292;22
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053108;Kreisangehörige Gemeinde;23898;Sandesneben;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;6,13;1645;839;806;268
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053109;Kreisangehörige Gemeinde;23847;Schiphorst;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;8,15;578;278;300;71
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053110;Kreisangehörige Gemeinde;23911;Schmilau;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;11,55;610;305;305;53
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053111;Kreisangehörige Gemeinde;21481;Schnakenbek;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;13,02;835;411;424;64
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053112;Kreisangehörige Gemeinde;22929;Schönberg;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;14,78;1299;673;626;88
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053113;Kreisangehörige Gemeinde;21493;Schretstaken;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;8,47;516;256;260;61
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053114;Kreisangehörige Gemeinde;23847;Schürensöhlen;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;2,75;157;86;71;57
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053115;Kreisangehörige Gemeinde;21516;Schulendorf;Büchen;Amtsplatz 1;21514;Büchen;11,39;483;245;238;42
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053116;Stadt;21493;Schwarzenbek, Stadt;Schwarzenbek, Stadt;Ritter-Wulf-Platz 1;21493;Schwarzenbek;11,56;14949;7280;7669;1293
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053117;Kreisangehörige Gemeinde;23883;Seedorf;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;27,89;528;264;264;19
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053118;Kreisangehörige Gemeinde;23847;Siebenbäumen;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;8,82;654;320;334;74
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053119;Kreisangehörige Gemeinde;21514;Siebeneichen;Büchen;Amtsplatz 1;21514;Büchen;4,68;264;128;136;56
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053120;Kreisangehörige Gemeinde;23847;Sierksrade;Berkenthin;Am Schart 16;23919;Berkenthin;4,00;325;167;158;81
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053121;Kreisangehörige Gemeinde;23898;Sirksfelde;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;8,63;313;157;156;36
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053122;Kreisangehörige Gemeinde;23847;Steinhorst;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;16,37;555;283;272;34
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053123;Kreisangehörige Gemeinde;23883;Sterley;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;21,39;957;462;495;45
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053124;Kreisangehörige Gemeinde;23847;Stubben;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;5,24;400;185;215;76
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053125;Kreisangehörige Gemeinde;21493;Talkau;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;4,88;533;269;264;109
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053126;Kreisangehörige Gemeinde;21516;Tramm;Büchen;Amtsplatz 1;21514;Büchen;6,75;338;173;165;50
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053127;Kreisangehörige Gemeinde;23896;Walksfelde;Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;3,51;176;88;88;50
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053128;Kreisangehörige Gemeinde;21483;Wangelau;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;6,52;210;106;104;32
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053129;Kreisangehörige Gemeinde;21465;Wentorf bei Hamburg;Wentorf bei Hamburg;Hauptstraße 16;21465;Wentorf bei Hamburg;6,87;11574;5518;6056;1685
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053130;Kreisangehörige Gemeinde;23898;Wentorf (Amt Sandesneben);Sandesneben-Nusse;Hauptstraße 75;23898;Sandesneben;4,99;695;345;350;139
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053131;Kreisangehörige Gemeinde;21502;Wiershop;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;5,15;159;80;79;31
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053132;Kreisangehörige Gemeinde;21514;Witzeeze;Büchen;Amtsplatz 1;21514;Büchen;10,46;911;428;483;87
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053133;Kreisangehörige Gemeinde;21521;Wohltorf;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;5,97;2386;1112;1274;400
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053134;Kreisangehörige Gemeinde;21516;Woltersdorf;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;7,90;265;133;132;34
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053135;Kreisangehörige Gemeinde;21502;Worth;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;6,07;170;79;91;28
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053136;Kreisangehörige Gemeinde;23911;Ziethen;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;11,18;999;490;509;89
